,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
200,Question paper - Unit 1 (WBS11) - June 2022.pdf,6,"Assess the benefits to a business, such as Vietjet Air, of offering performance‑related pay to its employees.",10,managing people,109,"['Assess', 'the', 'benefits', 'to', 'a', 'business,', 'such', 'as', 'Vietjet', 'Air,', 'of', 'offering', 'performance‑related', 'pay', 'to', 'its', 'employees.']","assess benefits business, vietjet air, offering performance‑related pay employees.",82,2022,0,"['assess', 'benefits', 'business', ',', 'vietjet', 'air', ',', 'offering', 'performance‑related', 'pay', 'employees', '.']","['assess', 'benefits', 'business', 'vietjet', 'air', 'offering', 'performance‑related', 'pay', 'employees']","['assess', 'benefit', 'business', 'vietjet', 'air', 'offer', 'performance‑related', 'pay', 'employee']",assess benefits business vietjet air offering performance‑related pay employees
201,Question paper - Unit 1 (WBS11) - June 2022.pdf,8,Define the term ‘unique selling point’ (USP).,2,meeting customer needs,45,"['Define', 'the', 'term', '‘unique', 'selling', 'point’', '(USP).']",define term ‘unique selling point’ (usp).,41,2022,0,"['define', 'term', '‘', 'unique', 'selling', 'point', '’', '(', 'usp', ')', '.']","['define', 'term', 'unique', 'selling', 'point', 'usp']","['define', 'term', 'unique', 'sell', 'point', 'usp']",define term unique selling point usp
202,Question paper - Unit 1 (WBS11) - June 2022.pdf,8,"Using this data, calculate the percentage change in sales of GoPro cameras. You are advised to show your working.",4,meeting customer needs,113,"['Using', 'this', 'data,', 'calculate', 'the', 'percentage', 'change', 'in', 'sales', 'of', 'GoPro', 'cameras.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data, calculate percentage change sales gopro cameras. you advised show working.",86,2022,0,"['using', 'data', ',', 'calculate', 'percentage', 'change', 'sales', 'gopro', 'cameras', '.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'calculate', 'percentage', 'change', 'sales', 'gopro', 'cameras', 'you', 'advised', 'show', 'working']","['use', 'data', 'calculate', 'percentage', 'change', 'sale', 'gopro', 'camera', 'you', 'advise', 'show', 'work']",using data calculate percentage change sales gopro cameras you advised show working
203,Question paper - Unit 1 (WBS11) - June 2022.pdf,9,"Analyse two benefits that a business, such as GoPro , may gain from the use of social media.",6,marketing mix and strategy,92,"['Analyse', 'two', 'benefits', 'that', 'a', 'business,', 'such', 'as', 'GoPro', ',', 'may', 'gain', 'from', 'the', 'use', 'of', 'social', 'media.']","analyse two benefits business, gopro , may gain use social media.",65,2022,0,"['analyse', 'two', 'benefits', 'business', ',', 'gopro', ',', 'may', 'gain', 'use', 'social', 'media', '.']","['analyse', 'two', 'benefits', 'business', 'gopro', 'may', 'gain', 'use', 'social', 'media']","['analyse', 'two', 'benefit', 'business', 'gopro', 'may', 'gain', 'use', 'social', 'medium']",analyse two benefits business gopro may gain use social media
205,Question paper - Unit 1 (WBS11) - June 2022.pdf,11,Assess the benefits of using a product orientation approach for a business such as GoPro .,10,meeting customer needs,90,"['Assess', 'the', 'benefits', 'of', 'using', 'a', 'product', 'orientation', 'approach', 'for', 'a', 'business', 'such', 'as', 'GoPro', '.']",assess benefits using product orientation approach business gopro .,67,2022,0,"['assess', 'benefits', 'using', 'product', 'orientation', 'approach', 'business', 'gopro', '.']","['assess', 'benefits', 'using', 'product', 'orientation', 'approach', 'business', 'gopro']","['assess', 'benefit', 'use', 'product', 'orientation', 'approach', 'business', 'gopro']",assess benefits using product orientation approach business gopro
206,Question paper - Unit 1 (WBS11) - June 2023.pdf,2,Define the term ‘product differentiation’ . ,2,meeting customer needs,44,"['Define', 'the', 'term', '‘product', 'differentiation’', '.']",define term ‘product differentiation’ .,39,2023,0,"['define', 'term', '‘', 'product', 'differentiation', '’', '.']","['define', 'term', 'product', 'differentiation']","['define', 'term', 'product', 'differentiation']",define term product differentiation
207,Question paper - Unit 1 (WBS11) - June 2023.pdf,2,Construct a supply and demand diagram to show the impact on the market for sportswear from an increase in advertising.,4,the market,118,"['Construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'show', 'the', 'impact', 'on', 'the', 'market', 'for', 'sportswear', 'from', 'an', 'increase', 'in', 'advertising.']",construct supply demand diagram show impact market sportswear increase advertising.,83,2023,0,"['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'sportswear', 'increase', 'advertising', '.']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'sportswear', 'increase', 'advertising']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'sportswear', 'increase', 'advertise']",construct supply demand diagram show impact market sportswear increase advertising
208,Question paper - Unit 1 (WBS11) - June 2023.pdf,3,Analyse two methods that Li-Ning could have used to develop customer loyalty.,6,marketing mix and strategy,77,"['Analyse', 'two', 'methods', 'that', 'Li-Ning', 'could', 'have', 'used', 'to', 'develop', 'customer', 'loyalty.']",analyse two methods li-ning could used develop customer loyalty.,64,2023,0,"['analyse', 'two', 'methods', 'li-ning', 'could', 'used', 'develop', 'customer', 'loyalty', '.']","['analyse', 'two', 'methods', 'li-ning', 'could', 'used', 'develop', 'customer', 'loyalty']","['analyse', 'two', 'method', 'li-ning', 'could', 'use', 'develop', 'customer', 'loyalty']",analyse two methods li-ning could used develop customer loyalty
210,Question paper - Unit 1 (WBS11) - June 2023.pdf,6,Assess the advantages of using market segmentation for a business such as Li-Ning.,10,meeting customer needs,82,"['Assess', 'the', 'advantages', 'of', 'using', 'market', 'segmentation', 'for', 'a', 'business', 'such', 'as', 'Li-Ning.']",assess advantages using market segmentation business li-ning.,61,2023,0,"['assess', 'advantages', 'using', 'market', 'segmentation', 'business', 'li-ning', '.']","['assess', 'advantages', 'using', 'market', 'segmentation', 'business', 'li-ning']","['assess', 'advantage', 'use', 'market', 'segmentation', 'business', 'li-ning']",assess advantages using market segmentation business li-ning
211,Question paper - Unit 1 (WBS11) - June 2023.pdf,8,Define the term ‘market share’ . ,2,meeting customer needs,33,"['Define', 'the', 'term', '‘market', 'share’', '.']",define term ‘market share’ .,28,2023,0,"['define', 'term', '‘', 'market', 'share', '’', '.']","['define', 'term', 'market', 'share']","['define', 'term', 'market', 'share']",define term market share
212,Question paper - Unit 1 (WBS11) - June 2023.pdf,8,"Calculate, to two decimal places, the percentage change in the number of school meals donated by Mindful Chef between 2020 and 2021. You are advised to show your workings.",4,?,171,"['Calculate,', 'to', 'two', 'decimal', 'places,', 'the', 'percentage', 'change', 'in', 'the', 'number', 'of', 'school', 'meals', 'donated', 'by', 'Mindful', 'Chef', 'between', '2020', 'and', '2021.', 'You', 'are', 'advised', 'to', 'show', 'your', 'workings.']","calculate, two decimal places, percentage change number school meals donated mindful chef 2020 2021. you advised show workings.",127,2023,0,"['calculate', ',', 'two', 'decimal', 'places', ',', 'percentage', 'change', 'number', 'school', 'meals', 'donated', 'mindful', 'chef', '2020', '2021.', 'you', 'advised', 'show', 'workings', '.']","['calculate', 'two', 'decimal', 'places', 'percentage', 'change', 'number', 'school', 'meals', 'donated', 'mindful', 'chef', '2020', '2021.', 'you', 'advised', 'show', 'workings']","['calculate', 'two', 'decimal', 'place', 'percentage', 'change', 'number', 'school', 'meal', 'donate', 'mindful', 'chef', '2020', '2021.', 'you', 'advise', 'show', 'work']",calculate two decimal places percentage change number school meals donated mindful chef 2020 2021. you advised show workings
213,Question paper - Unit 1 (WBS11) - June 2023.pdf,9,Analyse two factors that are likely to determine the pricing strategy used by UK businesses supplying food boxes.,6,marketing mix and strategy,113,"['Analyse', 'two', 'factors', 'that', 'are', 'likely', 'to', 'determine', 'the', 'pricing', 'strategy', 'used', 'by', 'UK', 'businesses', 'supplying', 'food', 'boxes.']",analyse two factors likely determine pricing strategy used uk businesses supplying food boxes.,94,2023,0,"['analyse', 'two', 'factors', 'likely', 'determine', 'pricing', 'strategy', 'used', 'uk', 'businesses', 'supplying', 'food', 'boxes', '.']","['analyse', 'two', 'factors', 'likely', 'determine', 'pricing', 'strategy', 'used', 'uk', 'businesses', 'supplying', 'food', 'boxes']","['analyse', 'two', 'factor', 'likely', 'determine', 'price', 'strategy', 'use', 'uk', 'business', 'supply', 'food', 'box']",analyse two factors likely determine pricing strategy used uk businesses supplying food boxes
214,Question paper - Unit 1 (WBS11) - June 2023.pdf,10,Discuss the advantages to the owners of Mindful Chef of using surveys collected from their family and friends.,8,meeting customer needs,110,"['Discuss', 'the', 'advantages', 'to', 'the', 'owners', 'of', 'Mindful', 'Chef', 'of', 'using', 'surveys', 'collected', 'from', 'their', 'family', 'and', 'friends.']",discuss advantages owners mindful chef using surveys collected family friends.,78,2023,0,"['discuss', 'advantages', 'owners', 'mindful', 'chef', 'using', 'surveys', 'collected', 'family', 'friends', '.']","['discuss', 'advantages', 'owners', 'mindful', 'chef', 'using', 'surveys', 'collected', 'family', 'friends']","['discus', 'advantage', 'owner', 'mindful', 'chef', 'use', 'survey', 'collect', 'family', 'friend']",discuss advantages owners mindful chef using surveys collected family friends
215,Question paper - Unit 1 (WBS11) - June 2023.pdf,12,Assess the impact on Mindful Chef of its social objectives.,10,entrepreneurs and leaders,59,"['Assess', 'the', 'impact', 'on', 'Mindful', 'Chef', 'of', 'its', 'social', 'objectives.']",assess impact mindful chef social objectives.,45,2023,0,"['assess', 'impact', 'mindful', 'chef', 'social', 'objectives', '.']","['assess', 'impact', 'mindful', 'chef', 'social', 'objectives']","['assess', 'impact', 'mindful', 'chef', 'social', 'objective']",assess impact mindful chef social objectives
216,Question paper - Unit 1 (WBS11) - June 2019.pdf,2,Define the term ‘qualitative research’ . ,2,meeting customer needs,41,"['Define', 'the', 'term', '‘qualitative', 'research’', '.']",define term ‘qualitative research’ .,36,2019,0,"['define', 'term', '‘', 'qualitative', 'research', '’', '.']","['define', 'term', 'qualitative', 'research']","['define', 'term', 'qualitative', 'research']",define term qualitative research
217,Question paper - Unit 1 (WBS11) - June 2019.pdf,2,"Calculate the price elasticity of demand (PED) for a Superdry t-shirt if the price decreases by 10% and sales increase from 120,000 to 150,000. You are advised to show your working.",4,the market,181,"['Calculate', 'the', 'price', 'elasticity', 'of', 'demand', '(PED)', 'for', 'a', 'Superdry', 't-shirt', 'if', 'the', 'price', 'decreases', 'by', '10%', 'and', 'sales', 'increase', 'from', '120,000', 'to', '150,000.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","calculate price elasticity demand (ped) superdry t-shirt price decreases 10% sales increase 120,000 150,000. you advised show working.",134,2019,0,"['calculate', 'price', 'elasticity', 'demand', '(', 'ped', ')', 'superdry', 't-shirt', 'price', 'decreases', '10', '%', 'sales', 'increase', '120,000', '150,000.', 'you', 'advised', 'show', 'working', '.']","['calculate', 'price', 'elasticity', 'demand', 'ped', 'superdry', 't-shirt', 'price', 'decreases', '10', 'sales', 'increase', '120,000', '150,000.', 'you', 'advised', 'show', 'working']","['calculate', 'price', 'elasticity', 'demand', 'ped', 'superdry', 't-shirt', 'price', 'decrease', '10', 'sale', 'increase', '120,000', '150,000.', 'you', 'advise', 'show', 'work']","calculate price elasticity demand ped superdry t-shirt price decreases 10 sales increase 120,000 150,000. you advised show working"
218,Question paper - Unit 1 (WBS11) - June 2019.pdf,3,Analyse how two different methods of primary research could help Superdry.,6,meeting customer needs,74,"['Analyse', 'how', 'two', 'different', 'methods', 'of', 'primary', 'research', 'could', 'help', 'Superdry.']",analyse two different methods primary research could help superdry.,67,2019,0,"['analyse', 'two', 'different', 'methods', 'primary', 'research', 'could', 'help', 'superdry', '.']","['analyse', 'two', 'different', 'methods', 'primary', 'research', 'could', 'help', 'superdry']","['analyse', 'two', 'different', 'method', 'primary', 'research', 'could', 'help', 'superdry']",analyse two different methods primary research could help superdry
219,Question paper - Unit 1 (WBS11) - June 2019.pdf,4,"Using the data in Extract B, discuss the likely impact of Superdry’s profit share plan on employee motivation.",8,managing people,110,"['Using', 'the', 'data', 'in', 'Extract', 'B,', 'discuss', 'the', 'likely', 'impact', 'of', 'Superdry’s', 'profit', 'share', 'plan', 'on', 'employee', 'motivation.']","using data extract b, discuss likely impact superdry’s profit share plan employee motivation.",93,2019,0,"['using', 'data', 'extract', 'b', ',', 'discuss', 'likely', 'impact', 'superdry', '’', 's', 'profit', 'share', 'plan', 'employee', 'motivation', '.']","['using', 'data', 'extract', 'b', 'discuss', 'likely', 'impact', 'superdry', 's', 'profit', 'share', 'plan', 'employee', 'motivation']","['use', 'data', 'extract', 'b', 'discus', 'likely', 'impact', 'superdry', 's', 'profit', 'share', 'plan', 'employee', 'motivation']",using data extract b discuss likely impact superdry s profit share plan employee motivation
220,Question paper - Unit 1 (WBS11) - June 2019.pdf,5,Assess the extent to which the Boston Matrix may help Superdry compete in the clothing market.,10,marketing mix and strategy,94,"['Assess', 'the', 'extent', 'to', 'which', 'the', 'Boston', 'Matrix', 'may', 'help', 'Superdry', 'compete', 'in', 'the', 'clothing', 'market.']",assess extent boston matrix may help superdry compete clothing market.,70,2019,0,"['assess', 'extent', 'boston', 'matrix', 'may', 'help', 'superdry', 'compete', 'clothing', 'market', '.']","['assess', 'extent', 'boston', 'matrix', 'may', 'help', 'superdry', 'compete', 'clothing', 'market']","['assess', 'extent', 'boston', 'matrix', 'may', 'help', 'superdry', 'compete', 'clothe', 'market']",assess extent boston matrix may help superdry compete clothing market
221,Question paper - Unit 1 (WBS11) - June 2019.pdf,7,Define the term ‘online retailing’ .,2,meeting customer needs,36,"['Define', 'the', 'term', '‘online', 'retailing’', '.']",define term ‘online retailing’ .,32,2019,0,"['define', 'term', '‘', 'online', 'retailing', '’', '.']","['define', 'term', 'online', 'retailing']","['define', 'term', 'online', 'retail']",define term online retailing
222,Question paper - Unit 1 (WBS11) - June 2019.pdf,7,"Using the data from Extract D, explain one way changes in fashions, tastes or preferences have affected demand for Ocado.",4,the market,121,"['Using', 'the', 'data', 'from', 'Extract', 'D,', 'explain', 'one', 'way', 'changes', 'in', 'fashions,', 'tastes', 'or', 'preferences', 'have', 'affected', 'demand', 'for', 'Ocado.']","using data extract d, explain one way changes fashions, tastes preferences affected demand ocado.",97,2019,0,"['using', 'data', 'extract', 'd', ',', 'explain', 'one', 'way', 'changes', 'fashions', ',', 'tastes', 'preferences', 'affected', 'demand', 'ocado', '.']","['using', 'data', 'extract', 'd', 'explain', 'one', 'way', 'changes', 'fashions', 'tastes', 'preferences', 'affected', 'demand', 'ocado']","['use', 'data', 'extract', 'd', 'explain', 'one', 'way', 'change', 'fashion', 'taste', 'preference', 'affect', 'demand', 'ocado']",using data extract d explain one way changes fashions tastes preferences affected demand ocado
223,Question paper - Unit 1 (WBS11) - June 2019.pdf,8,Analyse two advantages for Ocado of having cost efficiency as a main business objective.,6,entrepreneurs and leaders,88,"['Analyse', 'two', 'advantages', 'for', 'Ocado', 'of', 'having', 'cost', 'efficiency', 'as', 'a', 'main', 'business', 'objective.']",analyse two advantages ocado cost efficiency main business objective.,69,2019,0,"['analyse', 'two', 'advantages', 'ocado', 'cost', 'efficiency', 'main', 'business', 'objective', '.']","['analyse', 'two', 'advantages', 'ocado', 'cost', 'efficiency', 'main', 'business', 'objective']","['analyse', 'two', 'advantage', 'ocado', 'cost', 'efficiency', 'main', 'business', 'objective']",analyse two advantages ocado cost efficiency main business objective
224,Question paper - Unit 1 (WBS11) - June 2019.pdf,9,Discuss the extent to which Ocado has been successful in adding value to its business.,8,meeting customer needs,86,"['Discuss', 'the', 'extent', 'to', 'which', 'Ocado', 'has', 'been', 'successful', 'in', 'adding', 'value', 'to', 'its', 'business.']",discuss extent ocado successful adding value business.,54,2019,0,"['discuss', 'extent', 'ocado', 'successful', 'adding', 'value', 'business', '.']","['discuss', 'extent', 'ocado', 'successful', 'adding', 'value', 'business']","['discus', 'extent', 'ocado', 'successful', 'add', 'value', 'business']",discuss extent ocado successful adding value business
225,Question paper - Unit 1 (WBS11) - June 2019.pdf,10,Assess the importance of place in Ocado’s marketing mix.,10,marketing mix and strategy,56,"['Assess', 'the', 'importance', 'of', 'place', 'in', 'Ocado’s', 'marketing', 'mix.']",assess importance place ocado’s marketing mix.,46,2019,0,"['assess', 'importance', 'place', 'ocado', '’', 's', 'marketing', 'mix', '.']","['assess', 'importance', 'place', 'ocado', 's', 'marketing', 'mix']","['assess', 'importance', 'place', 'ocado', 's', 'market', 'mix']",assess importance place ocado s marketing mix
226,Question paper - A Level Paper 1 - June 2017.pdf,5,"Using the data from Extract A and the information above, calculate the difference in percentage growth in air passenger numbers between 2015 and 2016. You are advised to show your working.",4,meeting customer needs,188,"['Using', 'the', 'data', 'from', 'Extract', 'A', 'and', 'the', 'information', 'above,', 'calculate', 'the', 'difference', 'in', 'percentage', 'growth', 'in', 'air', 'passenger', 'numbers', 'between', '2015', 'and', '2016.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract information above, calculate difference percentage growth air passenger numbers 2015 2016. you advised show working.",135,2017,0,"['using', 'data', 'extract', 'information', 'above', ',', 'calculate', 'difference', 'percentage', 'growth', 'air', 'passenger', 'numbers', '2015', '2016.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'information', 'above', 'calculate', 'difference', 'percentage', 'growth', 'air', 'passenger', 'numbers', '2015', '2016.', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'information', 'above', 'calculate', 'difference', 'percentage', 'growth', 'air', 'passenger', 'number', '2015', '2016.', 'you', 'advise', 'show', 'work']",using data extract information above calculate difference percentage growth air passenger numbers 2015 2016. you advised show working
227,Question paper - A Level Paper 1 - June 2017.pdf,6,"Using the data from Extract B, draw a supply and demand diagram for airline tickets to show the likely effects of the change in jet fuel prices between 2014 and 2015.",4,the market,166,"['Using', 'the', 'data', 'from', 'Extract', 'B,', 'draw', 'a', 'supply', 'and', 'demand', 'diagram', 'for', 'airline', 'tickets', 'to', 'show', 'the', 'likely', 'effects', 'of', 'the', 'change', 'in', 'jet', 'fuel', 'prices', 'between', '2014', 'and', '2015.']","using data extract b, draw supply demand diagram airline tickets show likely effects change jet fuel prices 2014 2015.",118,2017,0,"['using', 'data', 'extract', 'b', ',', 'draw', 'supply', 'demand', 'diagram', 'airline', 'tickets', 'show', 'likely', 'effects', 'change', 'jet', 'fuel', 'prices', '2014', '2015', '.']","['using', 'data', 'extract', 'b', 'draw', 'supply', 'demand', 'diagram', 'airline', 'tickets', 'show', 'likely', 'effects', 'change', 'jet', 'fuel', 'prices', '2014', '2015']","['use', 'data', 'extract', 'b', 'draw', 'supply', 'demand', 'diagram', 'airline', 'ticket', 'show', 'likely', 'effect', 'change', 'jet', 'fuel', 'price', '2014', '2015']",using data extract b draw supply demand diagram airline tickets show likely effects change jet fuel prices 2014 2015
228,Question paper - A Level Paper 1 - June 2017.pdf,7,"Assess the consequences to a business, such as Spirit Airlines, of only selling its tickets online.",10,meeting customer needs,99,"['Assess', 'the', 'consequences', 'to', 'a', 'business,', 'such', 'as', 'Spirit', 'Airlines,', 'of', 'only', 'selling', 'its', 'tickets', 'online.']","assess consequences business, spirit airlines, selling tickets online.",70,2017,0,"['assess', 'consequences', 'business', ',', 'spirit', 'airlines', ',', 'selling', 'tickets', 'online', '.']","['assess', 'consequences', 'business', 'spirit', 'airlines', 'selling', 'tickets', 'online']","['assess', 'consequence', 'business', 'spirit', 'airline', 'sell', 'ticket', 'online']",assess consequences business spirit airlines selling tickets online
229,Question paper - A Level Paper 1 - June 2017.pdf,9,"Assess the likely importance of its market positioning to the success of a business, such as Emirates.",12,meeting customer needs,102,"['Assess', 'the', 'likely', 'importance', 'of', 'its', 'market', 'positioning', 'to', 'the', 'success', 'of', 'a', 'business,', 'such', 'as', 'Emirates.']","assess likely importance market positioning success business, emirates.",71,2017,0,"['assess', 'likely', 'importance', 'market', 'positioning', 'success', 'business', ',', 'emirates', '.']","['assess', 'likely', 'importance', 'market', 'positioning', 'success', 'business', 'emirates']","['assess', 'likely', 'importance', 'market', 'position', 'success', 'business', 'emirate']",assess likely importance market positioning success business emirates
230,Question paper - A Level Paper 1 - June 2017.pdf,11,"Evaluate these two options and recommend which is most suitable for a business, such as Rolls-Royce.",20,?,100,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'is', 'most', 'suitable', 'for', 'a', 'business,', 'such', 'as', 'Rolls-Royce.']","evaluate two options recommend suitable business, rolls-royce.",62,2017,0,"['evaluate', 'two', 'options', 'recommend', 'suitable', 'business', ',', 'rolls-royce', '.']","['evaluate', 'two', 'options', 'recommend', 'suitable', 'business', 'rolls-royce']","['evaluate', 'two', 'option', 'recommend', 'suitable', 'business', 'rolls-royce']",evaluate two options recommend suitable business rolls-royce
231,Question paper - A Level Paper 1 - June 2017.pdf,16,Explain how Pfizer could benefit from using a price skimming strategy.,4,marketing mix and strategy,70,"['Explain', 'how', 'Pfizer', 'could', 'benefit', 'from', 'using', 'a', 'price', 'skimming', 'strategy.']",explain pfizer could benefit using price skimming strategy.,59,2017,0,"['explain', 'pfizer', 'could', 'benefit', 'using', 'price', 'skimming', 'strategy', '.']","['explain', 'pfizer', 'could', 'benefit', 'using', 'price', 'skimming', 'strategy']","['explain', 'pfizer', 'could', 'benefit', 'use', 'price', 'skim', 'strategy']",explain pfizer could benefit using price skimming strategy
233,Question paper - A Level Paper 1 - June 2017.pdf,17,"Assess the ways in which specialisation might give a business, such as Pfizer, a competitive advantage when trading internationally.",10,meeting customer needs,132,"['Assess', 'the', 'ways', 'in', 'which', 'specialisation', 'might', 'give', 'a', 'business,', 'such', 'as', 'Pfizer,', 'a', 'competitive', 'advantage', 'when', 'trading', 'internationally.']","assess ways specialisation might give business, pfizer, competitive advantage trading internationally.",102,2017,0,"['assess', 'ways', 'specialisation', 'might', 'give', 'business', ',', 'pfizer', ',', 'competitive', 'advantage', 'trading', 'internationally', '.']","['assess', 'ways', 'specialisation', 'might', 'give', 'business', 'pfizer', 'competitive', 'advantage', 'trading', 'internationally']","['assess', 'way', 'specialisation', 'might', 'give', 'business', 'pfizer', 'competitive', 'advantage', 'trade', 'internationally']",assess ways specialisation might give business pfizer competitive advantage trading internationally
235,Question paper - A Level Paper 1 - June 2017.pdf,21,Evaluate the likely impacts on the Irish economy of Pfizer locating there and recommend if the Irish government should have supported this decision or not.,20,the market,155,"['Evaluate', 'the', 'likely', 'impacts', 'on', 'the', 'Irish', 'economy', 'of', 'Pfizer', 'locating', 'there', 'and', 'recommend', 'if', 'the', 'Irish', 'government', 'should', 'have', 'supported', 'this', 'decision', 'or', 'not.']",evaluate likely impacts irish economy pfizer locating recommend irish government supported decision not.,104,2017,0,"['evaluate', 'likely', 'impacts', 'irish', 'economy', 'pfizer', 'locating', 'recommend', 'irish', 'government', 'supported', 'decision', 'not', '.']","['evaluate', 'likely', 'impacts', 'irish', 'economy', 'pfizer', 'locating', 'recommend', 'irish', 'government', 'supported', 'decision', 'not']","['evaluate', 'likely', 'impact', 'irish', 'economy', 'pfizer', 'locate', 'recommend', 'irish', 'government', 'support', 'decision', 'not']",evaluate likely impacts irish economy pfizer locating recommend irish government supported decision not
236,Question paper - Unit 1 - January 2019.pdf,2,Define the term ‘product portfolio’ .,2,marketing mix and strategy,37,"['Define', 'the', 'term', '‘product', 'portfolio’', '.']",define term ‘product portfolio’ .,33,2019,0,"['define', 'term', '‘', 'product', 'portfolio', '’', '.']","['define', 'term', 'product', 'portfolio']","['define', 'term', 'product', 'portfolio']",define term product portfolio
237,Question paper - Unit 1 - January 2019.pdf,2,"Using the data, calculate the income elasticity of demand (YED) for Primark in 2016. You are advised to show your working.",4,the market,122,"['Using', 'the', 'data,', 'calculate', 'the', 'income', 'elasticity', 'of', 'demand', '(YED)', 'for', 'Primark', 'in', '2016.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data, calculate income elasticity demand (yed) primark 2016. you advised show working.",92,2019,0,"['using', 'data', ',', 'calculate', 'income', 'elasticity', 'demand', '(', 'yed', ')', 'primark', '2016.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'calculate', 'income', 'elasticity', 'demand', 'yed', 'primark', '2016.', 'you', 'advised', 'show', 'working']","['use', 'data', 'calculate', 'income', 'elasticity', 'demand', 'yed', 'primark', '2016.', 'you', 'advise', 'show', 'work']",using data calculate income elasticity demand yed primark 2016. you advised show working
238,Question paper - Unit 1 - January 2019.pdf,3,Analyse two possible difficulties Primark might face from selling to a mass market.,6,meeting customer needs,83,"['Analyse', 'two', 'possible', 'difficulties', 'Primark', 'might', 'face', 'from', 'selling', 'to', 'a', 'mass', 'market.']",analyse two possible difficulties primark might face selling mass market.,73,2019,0,"['analyse', 'two', 'possible', 'difficulties', 'primark', 'might', 'face', 'selling', 'mass', 'market', '.']","['analyse', 'two', 'possible', 'difficulties', 'primark', 'might', 'face', 'selling', 'mass', 'market']","['analyse', 'two', 'possible', 'difficulty', 'primark', 'might', 'face', 'sell', 'mass', 'market']",analyse two possible difficulties primark might face selling mass market
239,Question paper - Unit 1 - January 2019.pdf,4,Discuss the benefits to Primark of using a cost plus pricing system.,8,marketing mix and strategy,68,"['Discuss', 'the', 'benefits', 'to', 'Primark', 'of', 'using', 'a', 'cost', 'plus', 'pricing', 'system.']",discuss benefits primark using cost plus pricing system.,56,2019,0,"['discuss', 'benefits', 'primark', 'using', 'cost', 'plus', 'pricing', 'system', '.']","['discuss', 'benefits', 'primark', 'using', 'cost', 'plus', 'pricing', 'system']","['discus', 'benefit', 'primark', 'use', 'cost', 'plus', 'price', 'system']",discuss benefits primark using cost plus pricing system
240,Question paper - Unit 1 - January 2019.pdf,5,Assess the importance to Primark of having ethical sourcing as a business objective.,10,entrepreneurs and leaders,84,"['Assess', 'the', 'importance', 'to', 'Primark', 'of', 'having', 'ethical', 'sourcing', 'as', 'a', 'business', 'objective.']",assess importance primark ethical sourcing business objective.,62,2019,0,"['assess', 'importance', 'primark', 'ethical', 'sourcing', 'business', 'objective', '.']","['assess', 'importance', 'primark', 'ethical', 'sourcing', 'business', 'objective']","['assess', 'importance', 'primark', 'ethical', 'source', 'business', 'objective']",assess importance primark ethical sourcing business objective
241,Question paper - Unit 1 - January 2019.pdf,7,Define the term ‘entrepreneur’ .,2,entrepreneurs and leaders,32,"['Define', 'the', 'term', '‘entrepreneur’', '.']",define term ‘entrepreneur’ .,28,2019,0,"['define', 'term', '‘', 'entrepreneur', '’', '.']","['define', 'term', 'entrepreneur']","['define', 'term', 'entrepreneur']",define term entrepreneur
242,Question paper - Unit 1 - January 2019.pdf,7,Construct a supply and demand diagram to show the impact on the market for smoothie drinks following damage to fruit crops caused by poor weather.,4,the market,146,"['Construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'show', 'the', 'impact', 'on', 'the', 'market', 'for', 'smoothie', 'drinks', 'following', 'damage', 'to', 'fruit', 'crops', 'caused', 'by', 'poor', 'weather.']",construct supply demand diagram show impact market smoothie drinks following damage fruit crops caused poor weather.,116,2019,0,"['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'smoothie', 'drinks', 'following', 'damage', 'fruit', 'crops', 'caused', 'poor', 'weather', '.']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'smoothie', 'drinks', 'following', 'damage', 'fruit', 'crops', 'caused', 'poor', 'weather']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'market', 'smoothie', 'drink', 'follow', 'damage', 'fruit', 'crop', 'cause', 'poor', 'weather']",construct supply demand diagram show impact market smoothie drinks following damage fruit crops caused poor weather
